,date,location,new_cases,new_deaths,total_cases,total_deaths
0,2019-12-31,Afghanistan,0,0,0,0
1,2020-01-01,Afghanistan,0,0,0,0
2,2020-01-02,Afghanistan,0,0,0,0
3,2020-01-03,Afghanistan,0,0,0,0
4,2020-01-04,Afghanistan,0,0,0,0
5,2020-01-05,Afghanistan,0,0,0,0
6,2020-01-06,Afghanistan,0,0,0,0
7,2020-01-07,Afghanistan,0,0,0,0
8,2020-01-08,Afghanistan,0,0,0,0
9,2020-01-09,Afghanistan,0,0,0,0
10,2020-01-10,Afghanistan,0,0,0,0
11,2020-01-11,Afghanistan,0,0,0,0
12,2020-01-12,Afghanistan,0,0,0,0
13,2020-01-13,Afghanistan,0,0,0,0
14,2020-01-14,Afghanistan,0,0,0,0
15,2020-01-15,Afghanistan,0,0,0,0
16,2020-01-16,Afghanistan,0,0,0,0
17,2020-01-17,Afghanistan,0,0,0,0
18,2020-01-18,Afghanistan,0,0,0,0
19,2020-01-19,Afghanistan,0,0,0,0
20,2020-01-20,Afghanistan,0,0,0,0
21,2020-01-21,Afghanistan,0,0,0,0
22,2020-01-22,Afghanistan,0,0,0,0
23,2020-01-23,Afghanistan,0,0,0,0
24,2020-01-24,Afghanistan,0,0,0,0
25,2020-01-25,Afghanistan,0,0,0,0
26,2020-01-26,Afghanistan,0,0,0,0
27,2020-01-27,Afghanistan,0,0,0,0
28,2020-01-28,Afghanistan,0,0,0,0
29,2020-01-29,Afghanistan,0,0,0,0
30,2020-01-30,Afghanistan,0,0,0,0
31,2020-01-31,Afghanistan,0,0,0,0
32,2020-02-01,Afghanistan,0,0,0,0
33,2020-02-02,Afghanistan,0,0,0,0
34,2020-02-03,Afghanistan,0,0,0,0
35,2020-02-04,Afghanistan,0,0,0,0
36,2020-02-05,Afghanistan,0,0,0,0
37,2020-02-06,Afghanistan,0,0,0,0
38,2020-02-07,Afghanistan,0,0,0,0
39,2020-02-08,Afghanistan,0,0,0,0
40,2020-02-09,Afghanistan,0,0,0,0
41,2020-02-10,Afghanistan,0,0,0,0
42,2020-02-11,Afghanistan,0,0,0,0
43,2020-02-12,Afghanistan,0,0,0,0
44,2020-02-13,Afghanistan,0,0,0,0
45,2020-02-14,Afghanistan,0,0,0,0
46,2020-02-15,Afghanistan,0,0,0,0
47,2020-02-16,Afghanistan,0,0,0,0
48,2020-02-17,Afghanistan,0,0,0,0
49,2020-02-18,Afghanistan,0,0,0,0
50,2020-02-19,Afghanistan,0,0,0,0
51,2020-02-20,Afghanistan,0,0,0,0
52,2020-02-21,Afghanistan,0,0,0,0
53,2020-02-22,Afghanistan,0,0,0,0
54,2020-02-23,Afghanistan,0,0,0,0
55,2020-02-24,Afghanistan,0,0,0,0
56,2020-02-25,Afghanistan,1,0,1,0
57,2020-02-26,Afghanistan,0,0,1,0
58,2020-02-27,Afghanistan,0,0,1,0
59,2020-02-28,Afghanistan,0,0,1,0
60,2020-02-29,Afghanistan,0,0,1,0
61,2020-03-01,Afghanistan,0,0,1,0
62,2020-03-02,Afghanistan,0,0,1,0
63,2020-03-08,Afghanistan,3,0,4,0
64,2020-03-11,Afghanistan,3,0,7,0
65,2020-03-15,Afghanistan,3,0,10,0
66,2020-03-16,Afghanistan,6,0,16,0
67,2020-03-17,Afghanistan,5,0,21,0
68,2020-03-18,Afghanistan,1,0,22,0
69,2020-03-19,Afghanistan,0,0,22,0
70,2020-03-20,Afghanistan,0,0,22,0
71,2020-03-21,Afghanistan,2,0,24,0
72,2020-03-22,Afghanistan,0,0,24,0
73,2020-03-23,Afghanistan,10,0,34,0
74,2020-03-24,Afghanistan,6,1,40,1
75,2020-03-25,Afghanistan,2,0,42,1
76,2020-03-26,Afghanistan,33,0,75,1
77,2020-03-27,Afghanistan,0,0,75,1
78,2020-03-28,Afghanistan,16,1,91,2
79,2020-03-29,Afghanistan,15,1,106,3
80,2020-03-30,Afghanistan,8,1,114,4
81,2020-03-31,Afghanistan,27,0,141,4
82,2020-04-01,Afghanistan,25,0,166,4
83,2020-04-02,Afghanistan,26,0,192,4
84,2020-03-09,Albania,2,0,2,0
85,2020-03-10,Albania,4,0,6,0
86,2020-03-11,Albania,4,0,10,0
87,2020-03-12,Albania,1,1,11,1
88,2020-03-13,Albania,12,0,23,1
89,2020-03-14,Albania,10,0,33,1
90,2020-03-15,Albania,5,0,38,1
91,2020-03-16,Albania,4,0,42,1
92,2020-03-17,Albania,9,0,51,1
93,2020-03-18,Albania,4,0,55,1
94,2020-03-19,Albania,4,1,59,2
95,2020-03-20,Albania,11,0,70,2
96,2020-03-21,Albania,0,0,70,2
97,2020-03-22,Albania,6,0,76,2
98,2020-03-23,Albania,13,0,89,2
99,2020-03-24,Albania,11,2,100,4
100,2020-03-25,Albania,23,1,123,5
101,2020-03-26,Albania,23,0,146,5
102,2020-03-27,Albania,28,1,174,6
103,2020-03-28,Albania,12,3,186,9
104,2020-03-29,Albania,11,1,197,10
105,2020-03-30,Albania,15,0,212,10
106,2020-03-31,Albania,11,2,223,12
107,2020-04-01,Albania,20,3,243,15
108,2020-04-02,Albania,16,0,259,15
109,2019-12-31,Algeria,0,0,0,0
110,2020-01-01,Algeria,0,0,0,0
111,2020-01-02,Algeria,0,0,0,0
112,2020-01-03,Algeria,0,0,0,0
113,2020-01-04,Algeria,0,0,0,0
114,2020-01-05,Algeria,0,0,0,0
115,2020-01-06,Algeria,0,0,0,0
116,2020-01-07,Algeria,0,0,0,0
117,2020-01-08,Algeria,0,0,0,0
118,2020-01-09,Algeria,0,0,0,0
119,2020-01-10,Algeria,0,0,0,0
120,2020-01-11,Algeria,0,0,0,0
121,2020-01-12,Algeria,0,0,0,0
122,2020-01-13,Algeria,0,0,0,0
123,2020-01-14,Algeria,0,0,0,0
124,2020-01-15,Algeria,0,0,0,0
125,2020-01-16,Algeria,0,0,0,0
126,2020-01-17,Algeria,0,0,0,0
127,2020-01-18,Algeria,0,0,0,0
128,2020-01-19,Algeria,0,0,0,0
129,2020-01-20,Algeria,0,0,0,0
130,2020-01-21,Algeria,0,0,0,0
131,2020-01-22,Algeria,0,0,0,0
132,2020-01-23,Algeria,0,0,0,0
133,2020-01-24,Algeria,0,0,0,0
134,2020-01-25,Algeria,0,0,0,0
135,2020-01-26,Algeria,0,0,0,0
136,2020-01-27,Algeria,0,0,0,0
137,2020-01-28,Algeria,0,0,0,0
138,2020-01-29,Algeria,0,0,0,0
139,2020-01-30,Algeria,0,0,0,0
140,2020-01-31,Algeria,0,0,0,0
141,2020-02-01,Algeria,0,0,0,0
142,2020-02-02,Algeria,0,0,0,0
143,2020-02-03,Algeria,0,0,0,0
144,2020-02-04,Algeria,0,0,0,0
145,2020-02-05,Algeria,0,0,0,0
146,2020-02-06,Algeria,0,0,0,0
147,2020-02-07,Algeria,0,0,0,0
148,2020-02-08,Algeria,0,0,0,0
149,2020-02-09,Algeria,0,0,0,0
150,2020-02-10,Algeria,0,0,0,0
151,2020-02-11,Algeria,0,0,0,0
152,2020-02-12,Algeria,0,0,0,0
153,2020-02-13,Algeria,0,0,0,0
154,2020-02-14,Algeria,0,0,0,0
155,2020-02-15,Algeria,0,0,0,0
156,2020-02-16,Algeria,0,0,0,0
157,2020-02-17,Algeria,0,0,0,0
158,2020-02-18,Algeria,0,0,0,0
159,2020-02-19,Algeria,0,0,0,0
160,2020-02-20,Algeria,0,0,0,0
161,2020-02-21,Algeria,0,0,0,0
162,2020-02-22,Algeria,0,0,0,0
163,2020-02-23,Algeria,0,0,0,0
164,2020-02-24,Algeria,0,0,0,0
165,2020-02-25,Algeria,0,0,0,0
166,2020-02-26,Algeria,1,0,1,0
167,2020-02-27,Algeria,0,0,1,0
168,2020-02-28,Algeria,0,0,1,0
169,2020-02-29,Algeria,0,0,1,0
170,2020-03-01,Algeria,0,0,1,0
171,2020-03-02,Algeria,2,0,3,0
172,2020-03-04,Algeria,2,0,5,0
173,2020-03-05,Algeria,7,0,12,0
174,2020-03-06,Algeria,5,0,17,0
175,2020-03-09,Algeria,3,0,20,0
176,2020-03-12,Algeria,0,0,20,0
177,2020-03-13,Algeria,4,1,24,1
178,2020-03-14,Algeria,2,1,26,2
179,2020-03-15,Algeria,11,0,37,2
180,2020-03-16,Algeria,11,2,48,4
181,2020-03-17,Algeria,12,0,60,4
182,2020-03-18,Algeria,0,1,60,5
183,2020-03-19,Algeria,13,1,73,6
184,2020-03-20,Algeria,9,1,82,7
185,2020-03-21,Algeria,12,3,94,10
186,2020-03-22,Algeria,0,0,94,10
187,2020-03-23,Algeria,8,5,102,15
188,2020-03-24,Algeria,87,2,189,17
189,2020-03-25,Algeria,42,0,231,17
190,2020-03-26,Algeria,33,0,264,17
191,2020-03-27,Algeria,41,4,305,21
192,2020-03-28,Algeria,0,0,305,21
193,2020-03-29,Algeria,104,5,409,26
194,2020-03-30,Algeria,45,3,454,29
195,2020-03-31,Algeria,57,2,511,31
196,2020-04-01,Algeria,73,4,584,35
197,2020-04-02,Algeria,263,23,847,58
198,2020-03-03,Andorra,1,0,1,0
199,2020-03-14,Andorra,1,0,2,0
200,2020-03-16,Andorra,3,0,5,0
201,2020-03-17,Andorra,9,0,14,0
202,2020-03-18,Andorra,0,0,14,0
203,2020-03-19,Andorra,39,0,53,0
204,2020-03-20,Andorra,22,0,75,0
205,2020-03-21,Andorra,0,0,75,0
206,2020-03-22,Andorra,13,0,88,0
207,2020-03-23,Andorra,25,0,113,0
208,2020-03-24,Andorra,20,0,133,0
209,2020-03-25,Andorra,31,0,164,0
210,2020-03-26,Andorra,24,0,188,0
211,2020-03-27,Andorra,36,3,224,3
212,2020-03-28,Andorra,43,0,267,3
213,2020-03-29,Andorra,41,1,308,4
214,2020-03-30,Andorra,26,2,334,6
215,2020-03-31,Andorra,36,2,370,8
216,2020-04-01,Andorra,6,4,376,12
217,2020-04-02,Andorra,14,2,390,14
218,2020-03-22,Angola,2,0,2,0
219,2020-03-23,Angola,0,0,2,0
220,2020-03-24,Angola,0,0,2,0
221,2020-03-25,Angola,0,0,2,0
222,2020-03-26,Angola,0,0,2,0
223,2020-03-27,Angola,1,0,3,0
224,2020-03-28,Angola,1,0,4,0
225,2020-03-29,Angola,0,0,4,0
226,2020-03-30,Angola,3,2,7,2
227,2020-03-31,Angola,0,0,7,2
228,2020-04-01,Angola,0,0,7,2
229,2020-04-02,Angola,1,0,8,2
230,2020-03-27,Anguilla,2,0,2,0
231,2020-03-28,Anguilla,0,0,2,0
232,2020-03-29,Anguilla,0,0,2,0
233,2020-03-30,Anguilla,0,0,2,0
234,2020-03-31,Anguilla,0,0,2,0
235,2020-04-01,Anguilla,0,0,2,0
236,2020-04-02,Anguilla,0,0,2,0
237,2020-03-15,Antigua and Barbuda,1,0,1,0
238,2020-03-21,Antigua and Barbuda,0,0,1,0
239,2020-03-22,Antigua and Barbuda,0,0,1,0
240,2020-03-23,Antigua and Barbuda,0,0,1,0
241,2020-03-24,Antigua and Barbuda,0,0,1,0
242,2020-03-25,Antigua and Barbuda,2,0,3,0
243,2020-03-26,Antigua and Barbuda,0,0,3,0
244,2020-03-27,Antigua and Barbuda,4,0,7,0
245,2020-03-28,Antigua and Barbuda,0,0,7,0
246,2020-03-29,Antigua and Barbuda,0,0,7,0
247,2020-03-30,Antigua and Barbuda,0,0,7,0
248,2020-03-31,Antigua and Barbuda,0,0,7,0
249,2020-04-01,Antigua and Barbuda,0,0,7,0
250,2020-04-02,Antigua and Barbuda,0,0,7,0
251,2020-03-04,Argentina,1,0,1,0
252,2020-03-06,Argentina,1,0,2,0
253,2020-03-07,Argentina,6,0,8,0
254,2020-03-08,Argentina,1,1,9,1
255,2020-03-09,Argentina,3,0,12,1
256,2020-03-11,Argentina,7,0,19,1
257,2020-03-13,Argentina,12,0,31,1
258,2020-03-14,Argentina,3,1,34,2
259,2020-03-15,Argentina,11,0,45,2
260,2020-03-16,Argentina,11,0,56,2
261,2020-03-17,Argentina,9,0,65,2
262,2020-03-18,Argentina,14,0,79,2
263,2020-03-19,Argentina,18,0,97,2
264,2020-03-20,Argentina,31,1,128,3
265,2020-03-21,Argentina,30,0,158,3
266,2020-03-22,Argentina,67,1,225,4
267,2020-03-23,Argentina,41,0,266,4
268,2020-03-24,Argentina,35,0,301,4
269,2020-03-25,Argentina,86,2,387,6
270,2020-03-26,Argentina,115,2,502,8
271,2020-03-27,Argentina,87,4,589,12
272,2020-03-28,Argentina,101,5,690,17
273,2020-03-29,Argentina,55,2,745,19
274,2020-03-30,Argentina,75,1,820,20
275,2020-03-31,Argentina,146,4,966,24
276,2020-04-01,Argentina,0,0,966,24
277,2020-04-02,Argentina,167,7,1133,31
278,2019-12-31,Armenia,0,0,0,0
279,2020-01-01,Armenia,0,0,0,0
280,2020-01-02,Armenia,0,0,0,0
281,2020-01-03,Armenia,0,0,0,0
282,2020-01-04,Armenia,0,0,0,0
283,2020-01-05,Armenia,0,0,0,0
284,2020-01-06,Armenia,0,0,0,0
285,2020-01-07,Armenia,0,0,0,0
286,2020-01-08,Armenia,0,0,0,0
287,2020-01-09,Armenia,0,0,0,0
288,2020-01-10,Armenia,0,0,0,0
289,2020-01-11,Armenia,0,0,0,0
290,2020-01-12,Armenia,0,0,0,0
291,2020-01-13,Armenia,0,0,0,0
292,2020-01-14,Armenia,0,0,0,0
293,2020-01-15,Armenia,0,0,0,0
294,2020-01-16,Armenia,0,0,0,0
295,2020-01-17,Armenia,0,0,0,0
296,2020-01-18,Armenia,0,0,0,0
297,2020-01-19,Armenia,0,0,0,0
298,2020-01-20,Armenia,0,0,0,0
299,2020-01-21,Armenia,0,0,0,0
300,2020-01-22,Armenia,0,0,0,0
301,2020-01-23,Armenia,0,0,0,0
302,2020-01-24,Armenia,0,0,0,0
303,2020-01-25,Armenia,0,0,0,0
304,2020-01-26,Armenia,0,0,0,0
305,2020-01-27,Armenia,0,0,0,0
306,2020-01-28,Armenia,0,0,0,0
307,2020-01-29,Armenia,0,0,0,0
308,2020-01-30,Armenia,0,0,0,0
309,2020-01-31,Armenia,0,0,0,0
310,2020-02-01,Armenia,0,0,0,0
311,2020-02-02,Armenia,0,0,0,0
312,2020-02-03,Armenia,0,0,0,0
313,2020-02-04,Armenia,0,0,0,0
314,2020-02-05,Armenia,0,0,0,0
315,2020-02-06,Armenia,0,0,0,0
316,2020-02-07,Armenia,0,0,0,0
317,2020-02-08,Armenia,0,0,0,0
318,2020-02-09,Armenia,0,0,0,0
319,2020-02-10,Armenia,0,0,0,0
320,2020-02-11,Armenia,0,0,0,0
321,2020-02-12,Armenia,0,0,0,0
322,2020-02-13,Armenia,0,0,0,0
323,2020-02-14,Armenia,0,0,0,0
324,2020-02-15,Armenia,0,0,0,0
325,2020-02-16,Armenia,0,0,0,0
326,2020-02-17,Armenia,0,0,0,0
327,2020-02-18,Armenia,0,0,0,0
328,2020-02-19,Armenia,0,0,0,0
329,2020-02-20,Armenia,0,0,0,0
330,2020-02-21,Armenia,0,0,0,0
331,2020-02-22,Armenia,0,0,0,0
332,2020-02-23,Armenia,0,0,0,0
333,2020-02-24,Armenia,0,0,0,0
334,2020-02-25,Armenia,0,0,0,0
335,2020-02-26,Armenia,0,0,0,0
336,2020-02-27,Armenia,0,0,0,0
337,2020-02-28,Armenia,0,0,0,0
338,2020-02-29,Armenia,0,0,0,0
339,2020-03-01,Armenia,1,0,1,0
340,2020-03-02,Armenia,0,0,1,0
341,2020-03-12,Armenia,3,0,4,0
342,2020-03-13,Armenia,2,0,6,0
343,2020-03-14,Armenia,7,0,13,0
344,2020-03-15,Armenia,7,0,20,0
345,2020-03-16,Armenia,10,0,30,0
346,2020-03-17,Armenia,22,0,52,0
347,2020-03-18,Armenia,26,0,78,0
348,2020-03-19,Armenia,37,0,115,0
349,2020-03-20,Armenia,7,0,122,0
350,2020-03-21,Armenia,14,0,136,0
351,2020-03-22,Armenia,24,0,160,0
352,2020-03-23,Armenia,30,0,190,0
353,2020-03-24,Armenia,4,0,194,0
354,2020-03-25,Armenia,71,0,265,0
355,2020-03-26,Armenia,25,0,290,0
356,2020-03-27,Armenia,39,1,329,1
357,2020-03-28,Armenia,43,0,372,1
358,2020-03-29,Armenia,52,2,424,3
359,2020-03-30,Armenia,0,0,424,3
360,2020-03-31,Armenia,58,0,482,3
361,2020-04-01,Armenia,50,0,532,3
362,2020-04-02,Armenia,39,0,571,3
363,2020-03-13,Aruba,2,0,2,0
364,2020-03-20,Aruba,2,0,4,0
365,2020-03-24,Aruba,8,0,12,0
366,2020-03-25,Aruba,5,0,17,0
367,2020-03-26,Aruba,2,0,19,0
368,2020-03-27,Aruba,9,0,28,0
369,2020-03-28,Aruba,0,0,28,0
370,2020-03-29,Aruba,0,0,28,0
371,2020-03-30,Aruba,22,0,50,0
372,2020-04-01,Aruba,5,0,55,0
373,2020-04-02,Aruba,0,0,55,0
374,2019-12-31,Australia,0,0,0,0
375,2020-01-01,Australia,0,0,0,0
376,2020-01-02,Australia,0,0,0,0
377,2020-01-03,Australia,0,0,0,0
378,2020-01-04,Australia,0,0,0,0
379,2020-01-05,Australia,0,0,0,0
380,2020-01-06,Australia,0,0,0,0
381,2020-01-07,Australia,0,0,0,0
382,2020-01-08,Australia,0,0,0,0
383,2020-01-09,Australia,0,0,0,0
384,2020-01-10,Australia,0,0,0,0
385,2020-01-11,Australia,0,0,0,0
386,2020-01-12,Australia,0,0,0,0
387,2020-01-13,Australia,0,0,0,0
388,2020-01-14,Australia,0,0,0,0
389,2020-01-15,Australia,0,0,0,0
390,2020-01-16,Australia,0,0,0,0
391,2020-01-17,Australia,0,0,0,0
392,2020-01-18,Australia,0,0,0,0
393,2020-01-19,Australia,0,0,0,0
394,2020-01-20,Australia,0,0,0,0
395,2020-01-21,Australia,0,0,0,0
396,2020-01-22,Australia,0,0,0,0
397,2020-01-23,Australia,0,0,0,0
398,2020-01-24,Australia,0,0,0,0
399,2020-01-25,Australia,1,0,1,0
400,2020-01-26,Australia,3,0,4,0
401,2020-01-27,Australia,0,0,4,0
402,2020-01-28,Australia,0,0,4,0
403,2020-01-29,Australia,0,0,4,0
404,2020-01-30,Australia,2,0,6,0
405,2020-01-31,Australia,1,0,7,0
406,2020-02-01,Australia,2,0,9,0
407,2020-02-02,Australia,2,0,11,0
408,2020-02-03,Australia,0,0,11,0
409,2020-02-04,Australia,0,0,11,0
410,2020-02-05,Australia,1,0,12,0
411,2020-02-06,Australia,1,0,13,0
412,2020-02-07,Australia,1,0,14,0
413,2020-02-08,Australia,0,0,14,0
414,2020-02-09,Australia,0,0,14,0
415,2020-02-10,Australia,0,0,14,0
416,2020-02-11,Australia,0,0,14,0
417,2020-02-12,Australia,0,0,14,0
418,2020-02-13,Australia,0,0,14,0
419,2020-02-14,Australia,1,0,15,0
420,2020-02-15,Australia,0,0,15,0
421,2020-02-16,Australia,0,0,15,0
422,2020-02-17,Australia,0,0,15,0
423,2020-02-18,Australia,0,0,15,0
424,2020-02-19,Australia,0,0,15,0
425,2020-02-20,Australia,0,0,15,0
426,2020-02-21,Australia,2,0,17,0
427,2020-02-22,Australia,4,0,21,0
428,2020-02-23,Australia,1,0,22,0
429,2020-02-24,Australia,0,0,22,0
430,2020-02-25,Australia,0,0,22,0
431,2020-02-26,Australia,0,0,22,0
432,2020-02-27,Australia,1,0,23,0
433,2020-02-28,Australia,0,0,23,0
434,2020-02-29,Australia,2,0,25,0
435,2020-03-01,Australia,1,1,26,1
436,2020-03-02,Australia,3,0,29,1
437,2020-03-03,Australia,4,0,33,1
438,2020-03-04,Australia,8,0,41,1
439,2020-03-05,Australia,11,1,52,2
440,2020-03-06,Australia,7,0,59,2
441,2020-03-07,Australia,4,0,63,2
442,2020-03-08,Australia,11,1,74,3
443,2020-03-09,Australia,6,0,80,3
444,2020-03-10,Australia,20,0,100,3
445,2020-03-11,Australia,12,0,112,3
446,2020-03-12,Australia,14,0,126,3
447,2020-03-13,Australia,30,0,156,3
448,2020-03-14,Australia,41,0,197,3
449,2020-03-15,Australia,52,0,249,3
450,2020-03-16,Australia,49,2,298,5
451,2020-03-17,Australia,77,0,375,5
452,2020-03-18,Australia,79,0,454,5
453,2020-03-19,Australia,111,1,565,6
454,2020-03-20,Australia,144,0,709,6
455,2020-03-21,Australia,165,1,874,7
456,2020-03-22,Australia,224,0,1098,7
457,2020-03-23,Australia,611,0,1709,7
458,2020-03-24,Australia,114,0,1823,7
459,2020-03-25,Australia,600,1,2423,8
460,2020-03-26,Australia,376,3,2799,11
461,2020-03-27,Australia,367,2,3166,13
462,2020-03-28,Australia,212,0,3378,13
463,2020-03-29,Australia,431,1,3809,14
464,2020-03-30,Australia,284,2,4093,16
465,2020-03-31,Australia,464,3,4557,19
466,2020-04-01,Australia,150,1,4707,20
467,2020-04-02,Australia,269,1,4976,21
468,2019-12-31,Austria,0,0,0,0
469,2020-01-01,Austria,0,0,0,0
470,2020-01-02,Austria,0,0,0,0
471,2020-01-03,Austria,0,0,0,0
472,2020-01-04,Austria,0,0,0,0
473,2020-01-05,Austria,0,0,0,0
474,2020-01-06,Austria,0,0,0,0
475,2020-01-07,Austria,0,0,0,0
476,2020-01-08,Austria,0,0,0,0
477,2020-01-09,Austria,0,0,0,0
478,2020-01-10,Austria,0,0,0,0
479,2020-01-11,Austria,0,0,0,0
480,2020-01-12,Austria,0,0,0,0
481,2020-01-13,Austria,0,0,0,0
482,2020-01-14,Austria,0,0,0,0
483,2020-01-15,Austria,0,0,0,0
484,2020-01-16,Austria,0,0,0,0
485,2020-01-17,Austria,0,0,0,0
486,2020-01-18,Austria,0,0,0,0
487,2020-01-19,Austria,0,0,0,0
488,2020-01-20,Austria,0,0,0,0
489,2020-01-21,Austria,0,0,0,0
490,2020-01-22,Austria,0,0,0,0
491,2020-01-23,Austria,0,0,0,0
492,2020-01-24,Austria,0,0,0,0
493,2020-01-25,Austria,0,0,0,0
494,2020-01-26,Austria,0,0,0,0
495,2020-01-27,Austria,0,0,0,0
496,2020-01-28,Austria,0,0,0,0
497,2020-01-29,Austria,0,0,0,0
498,2020-01-30,Austria,0,0,0,0
499,2020-01-31,Austria,0,0,0,0
500,2020-02-01,Austria,0,0,0,0
501,2020-02-02,Austria,0,0,0,0
502,2020-02-03,Austria,0,0,0,0
503,2020-02-04,Austria,0,0,0,0
504,2020-02-05,Austria,0,0,0,0
505,2020-02-06,Austria,0,0,0,0
506,2020-02-07,Austria,0,0,0,0
507,2020-02-08,Austria,0,0,0,0
508,2020-02-09,Austria,0,0,0,0
509,2020-02-10,Austria,0,0,0,0
510,2020-02-11,Austria,0,0,0,0
511,2020-02-12,Austria,0,0,0,0
512,2020-02-13,Austria,0,0,0,0
513,2020-02-14,Austria,0,0,0,0
514,2020-02-15,Austria,0,0,0,0
515,2020-02-16,Austria,0,0,0,0
516,2020-02-17,Austria,0,0,0,0
517,2020-02-18,Austria,0,0,0,0
518,2020-02-19,Austria,0,0,0,0
519,2020-02-20,Austria,0,0,0,0
520,2020-02-21,Austria,0,0,0,0
521,2020-02-22,Austria,0,0,0,0
522,2020-02-23,Austria,0,0,0,0
523,2020-02-24,Austria,0,0,0,0
524,2020-02-25,Austria,0,0,0,0
525,2020-02-26,Austria,2,0,2,0
526,2020-02-27,Austria,0,0,2,0
527,2020-02-28,Austria,3,0,5,0
528,2020-02-29,Austria,2,0,7,0
529,2020-03-01,Austria,3,0,10,0
530,2020-03-02,Austria,4,0,14,0
531,2020-03-03,Austria,4,0,18,0
532,2020-03-04,Austria,6,0,24,0
533,2020-03-05,Austria,5,0,29,0
534,2020-03-06,Austria,12,0,41,0
535,2020-03-07,Austria,33,0,74,0
536,2020-03-08,Austria,25,0,99,0
537,2020-03-09,Austria,3,0,102,0
538,2020-03-10,Austria,29,0,131,0
539,2020-03-11,Austria,51,0,182,0
540,2020-03-12,Austria,64,0,246,0
541,2020-03-13,Austria,115,1,361,1
542,2020-03-14,Austria,143,0,504,1
543,2020-03-15,Austria,151,0,655,1
544,2020-03-16,Austria,205,0,860,1
545,2020-03-17,Austria,156,2,1016,3
546,2020-03-18,Austria,316,0,1332,3
547,2020-03-19,Austria,314,1,1646,4
548,2020-03-20,Austria,550,2,2196,6
549,2020-03-21,Austria,453,0,2649,6
550,2020-03-22,Austria,375,2,3024,8
551,2020-03-23,Austria,607,8,3631,16
552,2020-03-24,Austria,855,9,4486,25
553,2020-03-25,Austria,796,5,5282,30
554,2020-03-26,Austria,606,4,5888,34
555,2020-03-27,Austria,1141,18,7029,52
556,2020-03-28,Austria,668,16,7697,68
557,2020-03-29,Austria,594,0,8291,68
558,2020-03-30,Austria,522,18,8813,86
559,2020-03-31,Austria,805,22,9618,108
560,2020-04-01,Austria,564,20,10182,128
561,2020-04-02,Austria,529,18,10711,146
562,2019-12-31,Azerbaijan,0,0,0,0
563,2020-01-01,Azerbaijan,0,0,0,0
564,2020-01-02,Azerbaijan,0,0,0,0
565,2020-01-03,Azerbaijan,0,0,0,0
566,2020-01-04,Azerbaijan,0,0,0,0
567,2020-01-05,Azerbaijan,0,0,0,0
568,2020-01-06,Azerbaijan,0,0,0,0
569,2020-01-07,Azerbaijan,0,0,0,0
570,2020-01-08,Azerbaijan,0,0,0,0
571,2020-01-09,Azerbaijan,0,0,0,0
572,2020-01-10,Azerbaijan,0,0,0,0
573,2020-01-11,Azerbaijan,0,0,0,0
574,2020-01-12,Azerbaijan,0,0,0,0
575,2020-01-13,Azerbaijan,0,0,0,0
576,2020-01-14,Azerbaijan,0,0,0,0
577,2020-01-15,Azerbaijan,0,0,0,0
578,2020-01-16,Azerbaijan,0,0,0,0
579,2020-01-17,Azerbaijan,0,0,0,0
580,2020-01-18,Azerbaijan,0,0,0,0
581,2020-01-19,Azerbaijan,0,0,0,0
582,2020-01-20,Azerbaijan,0,0,0,0
583,2020-01-21,Azerbaijan,0,0,0,0
584,2020-01-22,Azerbaijan,0,0,0,0
585,2020-01-23,Azerbaijan,0,0,0,0
586,2020-01-24,Azerbaijan,0,0,0,0
587,2020-01-25,Azerbaijan,0,0,0,0
588,2020-01-26,Azerbaijan,0,0,0,0
589,2020-01-27,Azerbaijan,0,0,0,0
590,2020-01-28,Azerbaijan,0,0,0,0
591,2020-01-29,Azerbaijan,0,0,0,0
592,2020-01-30,Azerbaijan,0,0,0,0
593,2020-01-31,Azerbaijan,0,0,0,0
594,2020-02-01,Azerbaijan,0,0,0,0
595,2020-02-02,Azerbaijan,0,0,0,0
596,2020-02-03,Azerbaijan,0,0,0,0
597,2020-02-04,Azerbaijan,0,0,0,0
598,2020-02-05,Azerbaijan,0,0,0,0
599,2020-02-06,Azerbaijan,0,0,0,0
600,2020-02-07,Azerbaijan,0,0,0,0
601,2020-02-08,Azerbaijan,0,0,0,0
602,2020-02-09,Azerbaijan,0,0,0,0
603,2020-02-10,Azerbaijan,0,0,0,0
604,2020-02-11,Azerbaijan,0,0,0,0
605,2020-02-12,Azerbaijan,0,0,0,0
606,2020-02-13,Azerbaijan,0,0,0,0
607,2020-02-14,Azerbaijan,0,0,0,0
608,2020-02-15,Azerbaijan,0,0,0,0
609,2020-02-16,Azerbaijan,0,0,0,0
610,2020-02-17,Azerbaijan,0,0,0,0
611,2020-02-18,Azerbaijan,0,0,0,0
612,2020-02-19,Azerbaijan,0,0,0,0
613,2020-02-20,Azerbaijan,0,0,0,0
614,2020-02-21,Azerbaijan,0,0,0,0
615,2020-02-22,Azerbaijan,0,0,0,0
616,2020-02-23,Azerbaijan,0,0,0,0
617,2020-02-24,Azerbaijan,0,0,0,0
618,2020-02-25,Azerbaijan,0,0,0,0
619,2020-02-26,Azerbaijan,0,0,0,0
620,2020-02-27,Azerbaijan,0,0,0,0
621,2020-02-28,Azerbaijan,0,0,0,0
622,2020-02-29,Azerbaijan,1,0,1,0
