,date,location,new_cases,new_deaths,total_cases,total_deaths
2106,2020-01-13,Dominican Republic,0,0,0,0
2107,2020-01-14,Dominican Republic,0,0,0,0
2108,2020-01-15,Dominican Republic,0,0,0,0
2109,2020-01-16,Dominican Republic,0,0,0,0
2110,2020-01-17,Dominican Republic,0,0,0,0
2111,2020-01-18,Dominican Republic,0,0,0,0
2112,2020-01-19,Dominican Republic,0,0,0,0
2113,2020-01-20,Dominican Republic,0,0,0,0
2114,2020-01-21,Dominican Republic,0,0,0,0
2115,2020-01-22,Dominican Republic,0,0,0,0
2116,2020-01-23,Dominican Republic,0,0,0,0
2117,2020-01-24,Dominican Republic,0,0,0,0
2118,2020-01-25,Dominican Republic,0,0,0,0
2119,2020-01-26,Dominican Republic,0,0,0,0
2120,2020-01-27,Dominican Republic,0,0,0,0
2121,2020-01-28,Dominican Republic,0,0,0,0
2122,2020-01-29,Dominican Republic,0,0,0,0
2123,2020-01-30,Dominican Republic,0,0,0,0
2124,2020-01-31,Dominican Republic,0,0,0,0
2125,2020-02-01,Dominican Republic,0,0,0,0
2126,2020-02-02,Dominican Republic,0,0,0,0
2127,2020-02-03,Dominican Republic,0,0,0,0
2128,2020-02-04,Dominican Republic,0,0,0,0
2129,2020-02-05,Dominican Republic,0,0,0,0
2130,2020-02-06,Dominican Republic,0,0,0,0
2131,2020-02-07,Dominican Republic,0,0,0,0
2132,2020-02-08,Dominican Republic,0,0,0,0
2133,2020-02-09,Dominican Republic,0,0,0,0
2134,2020-02-10,Dominican Republic,0,0,0,0
2135,2020-02-11,Dominican Republic,0,0,0,0
2136,2020-02-12,Dominican Republic,0,0,0,0
2137,2020-02-13,Dominican Republic,0,0,0,0
2138,2020-02-14,Dominican Republic,0,0,0,0
2139,2020-02-15,Dominican Republic,0,0,0,0
2140,2020-02-16,Dominican Republic,0,0,0,0
2141,2020-02-17,Dominican Republic,0,0,0,0
2142,2020-02-18,Dominican Republic,0,0,0,0
2143,2020-02-19,Dominican Republic,0,0,0,0
2144,2020-02-20,Dominican Republic,0,0,0,0
2145,2020-02-21,Dominican Republic,0,0,0,0
2146,2020-02-22,Dominican Republic,0,0,0,0
2147,2020-02-23,Dominican Republic,0,0,0,0
2148,2020-02-24,Dominican Republic,0,0,0,0
2149,2020-02-25,Dominican Republic,0,0,0,0
2150,2020-02-26,Dominican Republic,0,0,0,0
2151,2020-02-27,Dominican Republic,0,0,0,0
2152,2020-02-28,Dominican Republic,0,0,0,0
2153,2020-02-29,Dominican Republic,0,0,0,0
2154,2020-03-01,Dominican Republic,0,0,0,0
2155,2020-03-02,Dominican Republic,1,0,1,0
2156,2020-03-07,Dominican Republic,1,0,2,0
2157,2020-03-10,Dominican Republic,3,0,5,0
2158,2020-03-14,Dominican Republic,6,0,11,0
2159,2020-03-15,Dominican Republic,0,0,11,0
2160,2020-03-16,Dominican Republic,0,0,11,0
2161,2020-03-17,Dominican Republic,0,0,11,0
2162,2020-03-18,Dominican Republic,0,0,11,0
2163,2020-03-19,Dominican Republic,10,0,21,0
2164,2020-03-20,Dominican Republic,0,0,21,0
2165,2020-03-21,Dominican Republic,13,2,34,2
2166,2020-03-22,Dominican Republic,78,1,112,3
2167,2020-03-23,Dominican Republic,90,0,202,3
2168,2020-03-24,Dominican Republic,43,0,245,3
2169,2020-03-25,Dominican Republic,67,3,312,6
2170,2020-03-26,Dominican Republic,80,4,392,10
2171,2020-03-27,Dominican Republic,96,0,488,10
2172,2020-03-28,Dominican Republic,93,10,581,20
2173,2020-03-29,Dominican Republic,138,8,719,28
2174,2020-03-30,Dominican Republic,140,11,859,39
2175,2020-03-31,Dominican Republic,42,3,901,42
2176,2020-04-01,Dominican Republic,208,9,1109,51
2177,2020-04-02,Dominican Republic,175,6,1284,57
2178,2019-12-31,Ecuador,0,0,0,0
2179,2020-01-01,Ecuador,0,0,0,0
2180,2020-01-02,Ecuador,0,0,0,0
2181,2020-01-03,Ecuador,0,0,0,0
2182,2020-01-04,Ecuador,0,0,0,0
2183,2020-01-05,Ecuador,0,0,0,0
2184,2020-01-06,Ecuador,0,0,0,0
2185,2020-01-07,Ecuador,0,0,0,0
2186,2020-01-08,Ecuador,0,0,0,0
2187,2020-01-09,Ecuador,0,0,0,0
2188,2020-01-10,Ecuador,0,0,0,0
2189,2020-01-11,Ecuador,0,0,0,0
2190,2020-01-12,Ecuador,0,0,0,0
2191,2020-01-13,Ecuador,0,0,0,0
2192,2020-01-14,Ecuador,0,0,0,0
2193,2020-01-15,Ecuador,0,0,0,0
2194,2020-01-16,Ecuador,0,0,0,0
2195,2020-01-17,Ecuador,0,0,0,0
2196,2020-01-18,Ecuador,0,0,0,0
2197,2020-01-19,Ecuador,0,0,0,0
2198,2020-01-20,Ecuador,0,0,0,0
2199,2020-01-21,Ecuador,0,0,0,0
2200,2020-01-22,Ecuador,0,0,0,0
2201,2020-01-23,Ecuador,0,0,0,0
2202,2020-01-24,Ecuador,0,0,0,0
2203,2020-01-25,Ecuador,0,0,0,0
2204,2020-01-26,Ecuador,0,0,0,0
2205,2020-01-27,Ecuador,0,0,0,0
2206,2020-01-28,Ecuador,0,0,0,0
2207,2020-01-29,Ecuador,0,0,0,0
2208,2020-01-30,Ecuador,0,0,0,0
2209,2020-01-31,Ecuador,0,0,0,0
2210,2020-02-01,Ecuador,0,0,0,0
2211,2020-02-02,Ecuador,0,0,0,0
2212,2020-02-03,Ecuador,0,0,0,0
2213,2020-02-04,Ecuador,0,0,0,0
2214,2020-02-05,Ecuador,0,0,0,0
2215,2020-02-06,Ecuador,0,0,0,0
2216,2020-02-07,Ecuador,0,0,0,0
2217,2020-02-08,Ecuador,0,0,0,0
2218,2020-02-09,Ecuador,0,0,0,0
2219,2020-02-10,Ecuador,0,0,0,0
2220,2020-02-11,Ecuador,0,0,0,0
2221,2020-02-12,Ecuador,0,0,0,0
2222,2020-02-13,Ecuador,0,0,0,0
2223,2020-02-14,Ecuador,0,0,0,0
2224,2020-02-15,Ecuador,0,0,0,0
2225,2020-02-16,Ecuador,0,0,0,0
2226,2020-02-17,Ecuador,0,0,0,0
2227,2020-02-18,Ecuador,0,0,0,0
2228,2020-02-19,Ecuador,0,0,0,0
2229,2020-02-20,Ecuador,0,0,0,0
2230,2020-02-21,Ecuador,0,0,0,0
2231,2020-02-22,Ecuador,0,0,0,0
2232,2020-02-23,Ecuador,0,0,0,0
2233,2020-02-24,Ecuador,0,0,0,0
2234,2020-02-25,Ecuador,0,0,0,0
2235,2020-02-26,Ecuador,0,0,0,0
2236,2020-02-27,Ecuador,0,0,0,0
2237,2020-02-28,Ecuador,0,0,0,0
2238,2020-02-29,Ecuador,0,0,0,0
2239,2020-03-01,Ecuador,1,0,1,0
2240,2020-03-02,Ecuador,5,0,6,0
2241,2020-03-03,Ecuador,1,0,7,0
2242,2020-03-05,Ecuador,3,0,10,0
2243,2020-03-06,Ecuador,3,0,13,0
2244,2020-03-09,Ecuador,1,0,14,0
2245,2020-03-10,Ecuador,1,0,15,0
2246,2020-03-11,Ecuador,2,0,17,0
2247,2020-03-14,Ecuador,6,1,23,1
2248,2020-03-15,Ecuador,5,1,28,2
2249,2020-03-16,Ecuador,9,0,37,2
2250,2020-03-17,Ecuador,21,0,58,2
2251,2020-03-18,Ecuador,53,0,111,2
2252,2020-03-19,Ecuador,57,1,168,3
2253,2020-03-20,Ecuador,31,0,199,3
2254,2020-03-21,Ecuador,227,4,426,7
2255,2020-03-22,Ecuador,106,0,532,7
2256,2020-03-23,Ecuador,257,7,789,14
2257,2020-03-24,Ecuador,192,4,981,18
2258,2020-03-25,Ecuador,101,9,1082,27
2259,2020-03-26,Ecuador,129,2,1211,29
2260,2020-03-27,Ecuador,192,5,1403,34
2261,2020-03-28,Ecuador,224,7,1627,41
2262,2020-03-29,Ecuador,208,7,1835,48
2263,2020-03-30,Ecuador,55,10,1890,58
2264,2020-03-31,Ecuador,76,4,1966,62
2265,2020-04-01,Ecuador,336,17,2302,79
2266,2020-04-02,Ecuador,456,67,2758,146
2267,2019-12-31,Egypt,0,0,0,0
2268,2020-01-01,Egypt,0,0,0,0
2269,2020-01-02,Egypt,0,0,0,0
2270,2020-01-03,Egypt,0,0,0,0
2271,2020-01-04,Egypt,0,0,0,0
2272,2020-01-05,Egypt,0,0,0,0
2273,2020-01-06,Egypt,0,0,0,0
2274,2020-01-07,Egypt,0,0,0,0
2275,2020-01-08,Egypt,0,0,0,0
2276,2020-01-09,Egypt,0,0,0,0
2277,2020-01-10,Egypt,0,0,0,0
2278,2020-01-11,Egypt,0,0,0,0
2279,2020-01-12,Egypt,0,0,0,0
2280,2020-01-13,Egypt,0,0,0,0
2281,2020-01-14,Egypt,0,0,0,0
2282,2020-01-15,Egypt,0,0,0,0
2283,2020-01-16,Egypt,0,0,0,0
2284,2020-01-17,Egypt,0,0,0,0
2285,2020-01-18,Egypt,0,0,0,0
2286,2020-01-19,Egypt,0,0,0,0
2287,2020-01-20,Egypt,0,0,0,0
2288,2020-01-21,Egypt,0,0,0,0
2289,2020-01-22,Egypt,0,0,0,0
2290,2020-01-23,Egypt,0,0,0,0
2291,2020-01-24,Egypt,0,0,0,0
2292,2020-01-25,Egypt,0,0,0,0
2293,2020-01-26,Egypt,0,0,0,0
2294,2020-01-27,Egypt,0,0,0,0
2295,2020-01-28,Egypt,0,0,0,0
2296,2020-01-29,Egypt,0,0,0,0
2297,2020-01-30,Egypt,0,0,0,0
2298,2020-01-31,Egypt,0,0,0,0
2299,2020-02-01,Egypt,0,0,0,0
2300,2020-02-02,Egypt,0,0,0,0
2301,2020-02-03,Egypt,0,0,0,0
2302,2020-02-04,Egypt,0,0,0,0
2303,2020-02-05,Egypt,0,0,0,0
2304,2020-02-06,Egypt,0,0,0,0
2305,2020-02-07,Egypt,0,0,0,0
2306,2020-02-08,Egypt,0,0,0,0
2307,2020-02-09,Egypt,0,0,0,0
2308,2020-02-10,Egypt,0,0,0,0
2309,2020-02-11,Egypt,0,0,0,0
2310,2020-02-12,Egypt,0,0,0,0
2311,2020-02-13,Egypt,0,0,0,0
2312,2020-02-14,Egypt,0,0,0,0
2313,2020-02-15,Egypt,1,0,1,0
2314,2020-02-16,Egypt,0,0,1,0
2315,2020-02-17,Egypt,0,0,1,0
2316,2020-02-18,Egypt,0,0,1,0
2317,2020-02-19,Egypt,0,0,1,0
2318,2020-02-20,Egypt,0,0,1,0
2319,2020-02-21,Egypt,0,0,1,0
2320,2020-02-22,Egypt,0,0,1,0
2321,2020-02-23,Egypt,0,0,1,0
2322,2020-02-24,Egypt,0,0,1,0
2323,2020-02-25,Egypt,0,0,1,0
2324,2020-02-26,Egypt,0,0,1,0
2325,2020-02-27,Egypt,0,0,1,0
2326,2020-02-28,Egypt,0,0,1,0
2327,2020-02-29,Egypt,0,0,1,0
2328,2020-03-01,Egypt,0,0,1,0
2329,2020-03-02,Egypt,1,0,2,0
2330,2020-03-06,Egypt,1,0,3,0
2331,2020-03-07,Egypt,12,0,15,0
2332,2020-03-09,Egypt,34,1,49,1
2333,2020-03-10,Egypt,6,0,55,1
2334,2020-03-11,Egypt,4,0,59,1
2335,2020-03-12,Egypt,1,0,60,1
2336,2020-03-13,Egypt,20,1,80,2
2337,2020-03-14,Egypt,13,0,93,2
2338,2020-03-15,Egypt,0,0,93,2
2339,2020-03-16,Egypt,17,0,110,2
2340,2020-03-17,Egypt,16,0,126,2
2341,2020-03-18,Egypt,40,2,166,4
2342,2020-03-19,Egypt,30,2,196,6
2343,2020-03-20,Egypt,14,0,210,6
2344,2020-03-21,Egypt,46,1,256,7
2345,2020-03-22,Egypt,29,1,285,8
2346,2020-03-23,Egypt,9,2,294,10
2347,2020-03-24,Egypt,33,4,327,14
2348,2020-03-25,Egypt,39,5,366,19
2349,2020-03-26,Egypt,76,2,442,21
2350,2020-03-27,Egypt,14,0,456,21
2351,2020-03-28,Egypt,39,3,495,24
2352,2020-03-29,Egypt,41,6,536,30
2353,2020-03-30,Egypt,40,6,576,36
2354,2020-03-31,Egypt,33,4,609,40
2355,2020-04-01,Egypt,47,1,656,41
2356,2020-04-02,Egypt,54,5,710,46
2357,2020-03-19,El Salvador,1,0,1,0
2358,2020-03-20,El Salvador,0,0,1,0
2359,2020-03-21,El Salvador,2,0,3,0
2360,2020-03-22,El Salvador,0,0,3,0
2361,2020-03-23,El Salvador,0,0,3,0
2362,2020-03-24,El Salvador,2,0,5,0
2363,2020-03-25,El Salvador,4,0,9,0
2364,2020-03-26,El Salvador,4,0,13,0
2365,2020-03-27,El Salvador,0,0,13,0
2366,2020-03-28,El Salvador,0,0,13,0
2367,2020-03-29,El Salvador,6,0,19,0
2368,2020-03-30,El Salvador,11,0,30,0
2369,2020-03-31,El Salvador,2,0,32,0
2370,2020-04-01,El Salvador,0,1,32,1
2371,2020-04-02,El Salvador,9,1,41,2
2372,2020-03-15,Equatorial Guinea,1,0,1,0
2373,2020-03-16,Equatorial Guinea,0,0,1,0
2374,2020-03-17,Equatorial Guinea,0,0,1,0
2375,2020-03-18,Equatorial Guinea,0,0,1,0
2376,2020-03-19,Equatorial Guinea,2,0,3,0
2377,2020-03-20,Equatorial Guinea,1,0,4,0
2378,2020-03-21,Equatorial Guinea,0,0,4,0
2379,2020-03-22,Equatorial Guinea,2,0,6,0
2380,2020-03-23,Equatorial Guinea,0,0,6,0
2381,2020-03-24,Equatorial Guinea,3,0,9,0
2382,2020-03-25,Equatorial Guinea,0,0,9,0
2383,2020-03-26,Equatorial Guinea,2,0,11,0
2384,2020-03-27,Equatorial Guinea,1,0,12,0
2385,2020-03-28,Equatorial Guinea,1,0,13,0
2386,2020-03-29,Equatorial Guinea,0,0,13,0
2387,2020-03-30,Equatorial Guinea,1,0,14,0
2388,2020-03-31,Equatorial Guinea,0,0,14,0
2389,2020-04-01,Equatorial Guinea,1,0,15,0
2390,2020-04-02,Equatorial Guinea,0,0,15,0
2391,2020-03-22,Eritrea,1,0,1,0
2392,2020-03-23,Eritrea,0,0,1,0
2393,2020-03-24,Eritrea,0,0,1,0
2394,2020-03-25,Eritrea,0,0,1,0
2395,2020-03-26,Eritrea,3,0,4,0
2396,2020-03-27,Eritrea,2,0,6,0
2397,2020-03-28,Eritrea,0,0,6,0
2398,2020-03-29,Eritrea,0,0,6,0
2399,2020-03-30,Eritrea,6,0,12,0
2400,2020-03-31,Eritrea,0,0,12,0
2401,2020-04-01,Eritrea,3,0,15,0
2402,2020-04-02,Eritrea,3,0,18,0
2403,2019-12-31,Estonia,0,0,0,0
2404,2020-01-01,Estonia,0,0,0,0
2405,2020-01-02,Estonia,0,0,0,0
2406,2020-01-03,Estonia,0,0,0,0
2407,2020-01-04,Estonia,0,0,0,0
2408,2020-01-05,Estonia,0,0,0,0
2409,2020-01-06,Estonia,0,0,0,0
2410,2020-01-07,Estonia,0,0,0,0
2411,2020-01-08,Estonia,0,0,0,0
2412,2020-01-09,Estonia,0,0,0,0
2413,2020-01-10,Estonia,0,0,0,0
2414,2020-01-11,Estonia,0,0,0,0
2415,2020-01-12,Estonia,0,0,0,0
2416,2020-01-13,Estonia,0,0,0,0
2417,2020-01-14,Estonia,0,0,0,0
2418,2020-01-15,Estonia,0,0,0,0
2419,2020-01-16,Estonia,0,0,0,0
2420,2020-01-17,Estonia,0,0,0,0
2421,2020-01-18,Estonia,0,0,0,0
2422,2020-01-19,Estonia,0,0,0,0
2423,2020-01-20,Estonia,0,0,0,0
2424,2020-01-21,Estonia,0,0,0,0
2425,2020-01-22,Estonia,0,0,0,0
2426,2020-01-23,Estonia,0,0,0,0
2427,2020-01-24,Estonia,0,0,0,0
2428,2020-01-25,Estonia,0,0,0,0
2429,2020-01-26,Estonia,0,0,0,0
2430,2020-01-27,Estonia,0,0,0,0
2431,2020-01-28,Estonia,0,0,0,0
2432,2020-01-29,Estonia,0,0,0,0
2433,2020-01-30,Estonia,0,0,0,0
2434,2020-01-31,Estonia,0,0,0,0
2435,2020-02-01,Estonia,0,0,0,0
2436,2020-02-02,Estonia,0,0,0,0
2437,2020-02-03,Estonia,0,0,0,0
2438,2020-02-04,Estonia,0,0,0,0
2439,2020-02-05,Estonia,0,0,0,0
2440,2020-02-06,Estonia,0,0,0,0
2441,2020-02-07,Estonia,0,0,0,0
2442,2020-02-08,Estonia,0,0,0,0
2443,2020-02-09,Estonia,0,0,0,0
2444,2020-02-10,Estonia,0,0,0,0
2445,2020-02-11,Estonia,0,0,0,0
2446,2020-02-12,Estonia,0,0,0,0
2447,2020-02-13,Estonia,0,0,0,0
2448,2020-02-14,Estonia,0,0,0,0
2449,2020-02-15,Estonia,0,0,0,0
2450,2020-02-16,Estonia,0,0,0,0
2451,2020-02-17,Estonia,0,0,0,0
2452,2020-02-18,Estonia,0,0,0,0
2453,2020-02-19,Estonia,0,0,0,0
2454,2020-02-20,Estonia,0,0,0,0
2455,2020-02-21,Estonia,0,0,0,0
2456,2020-02-22,Estonia,0,0,0,0
2457,2020-02-23,Estonia,0,0,0,0
2458,2020-02-24,Estonia,0,0,0,0
2459,2020-02-25,Estonia,0,0,0,0
2460,2020-02-26,Estonia,0,0,0,0
2461,2020-02-27,Estonia,0,0,0,0
2462,2020-02-28,Estonia,1,0,1,0
2463,2020-02-29,Estonia,0,0,1,0
2464,2020-03-01,Estonia,0,0,1,0
2465,2020-03-02,Estonia,0,0,1,0
2466,2020-03-04,Estonia,1,0,2,0
2467,2020-03-06,Estonia,3,0,5,0
2468,2020-03-07,Estonia,5,0,10,0
2469,2020-03-11,Estonia,3,0,13,0
2470,2020-03-12,Estonia,3,0,16,0
2471,2020-03-13,Estonia,11,0,27,0
2472,2020-03-14,Estonia,52,0,79,0
2473,2020-03-15,Estonia,36,0,115,0
2474,2020-03-16,Estonia,56,0,171,0
2475,2020-03-17,Estonia,34,0,205,0
2476,2020-03-18,Estonia,20,0,225,0
2477,2020-03-19,Estonia,33,0,258,0
2478,2020-03-20,Estonia,9,0,267,0
2479,2020-03-21,Estonia,16,0,283,0
2480,2020-03-22,Estonia,23,0,306,0
2481,2020-03-23,Estonia,20,0,326,0
2482,2020-03-24,Estonia,26,0,352,0
2483,2020-03-25,Estonia,17,0,369,0
2484,2020-03-26,Estonia,35,1,404,1
2485,2020-03-27,Estonia,134,0,538,1
2486,2020-03-28,Estonia,37,0,575,1
2487,2020-03-29,Estonia,65,0,640,1
2488,2020-03-30,Estonia,39,2,679,3
2489,2020-03-31,Estonia,36,0,715,3
2490,2020-04-01,Estonia,30,1,745,4
2491,2020-04-02,Estonia,34,1,779,5
2492,2020-03-14,Ethiopia,1,0,1,0
2493,2020-03-15,Ethiopia,0,0,1,0
2494,2020-03-16,Ethiopia,3,0,4,0
2495,2020-03-17,Ethiopia,1,0,5,0
2496,2020-03-18,Ethiopia,0,0,5,0
2497,2020-03-19,Ethiopia,1,0,6,0
2498,2020-03-20,Ethiopia,1,0,7,0
2499,2020-03-21,Ethiopia,2,0,9,0
2500,2020-03-22,Ethiopia,0,0,9,0
2501,2020-03-23,Ethiopia,2,0,11,0
2502,2020-03-24,Ethiopia,0,0,11,0
2503,2020-03-25,Ethiopia,0,0,11,0
2504,2020-03-26,Ethiopia,1,0,12,0
2505,2020-03-27,Ethiopia,0,0,12,0
2506,2020-03-28,Ethiopia,4,0,16,0
2507,2020-03-29,Ethiopia,0,0,16,0
2508,2020-03-30,Ethiopia,0,0,16,0
2509,2020-03-31,Ethiopia,7,0,23,0
2510,2020-04-01,Ethiopia,2,0,25,0
2511,2020-04-02,Ethiopia,4,0,29,0
2512,2020-03-20,Faeroe Islands,72,0,72,0
2513,2020-03-21,Faeroe Islands,8,0,80,0
2514,2020-03-22,Faeroe Islands,12,0,92,0
2515,2020-03-23,Faeroe Islands,23,0,115,0
2516,2020-03-24,Faeroe Islands,3,0,118,0
2517,2020-03-25,Faeroe Islands,4,0,122,0
2518,2020-03-26,Faeroe Islands,10,0,132,0
2519,2020-03-27,Faeroe Islands,8,0,140,0
2520,2020-03-28,Faeroe Islands,4,0,144,0
2521,2020-03-29,Faeroe Islands,11,0,155,0
2522,2020-03-30,Faeroe Islands,4,0,159,0
2523,2020-03-31,Faeroe Islands,9,0,168,0
2524,2020-04-01,Faeroe Islands,1,0,169,0
2525,2020-04-02,Faeroe Islands,4,0,173,0
2526,2020-03-31,Falkland Islands,0,0,0,0
2527,2020-03-20,Fiji,1,0,1,0
2528,2020-03-21,Fiji,0,0,1,0
2529,2020-03-22,Fiji,1,0,2,0
2530,2020-03-23,Fiji,1,0,3,0
2531,2020-03-24,Fiji,1,0,4,0
2532,2020-03-25,Fiji,1,0,5,0
2533,2020-03-26,Fiji,0,0,5,0
2534,2020-03-27,Fiji,0,0,5,0
2535,2020-03-28,Fiji,0,0,5,0
2536,2020-03-29,Fiji,0,0,5,0
2537,2020-03-30,Fiji,0,0,5,0
2538,2020-03-31,Fiji,0,0,5,0
2539,2020-04-01,Fiji,0,0,5,0
2540,2020-04-02,Fiji,2,0,7,0
2541,2019-12-31,Finland,0,0,0,0
2542,2020-01-01,Finland,0,0,0,0
2543,2020-01-02,Finland,0,0,0,0
2544,2020-01-03,Finland,0,0,0,0
2545,2020-01-04,Finland,0,0,0,0
2546,2020-01-05,Finland,0,0,0,0
2547,2020-01-06,Finland,0,0,0,0
2548,2020-01-07,Finland,0,0,0,0
2549,2020-01-08,Finland,0,0,0,0
2550,2020-01-09,Finland,0,0,0,0
2551,2020-01-10,Finland,0,0,0,0
2552,2020-01-11,Finland,0,0,0,0
2553,2020-01-12,Finland,0,0,0,0
2554,2020-01-13,Finland,0,0,0,0
2555,2020-01-14,Finland,0,0,0,0
2556,2020-01-15,Finland,0,0,0,0
2557,2020-01-16,Finland,0,0,0,0
2558,2020-01-17,Finland,0,0,0,0
2559,2020-01-18,Finland,0,0,0,0
2560,2020-01-19,Finland,0,0,0,0
2561,2020-01-20,Finland,0,0,0,0
2562,2020-01-21,Finland,0,0,0,0
2563,2020-01-22,Finland,0,0,0,0
2564,2020-01-23,Finland,0,0,0,0
2565,2020-01-24,Finland,0,0,0,0
2566,2020-01-25,Finland,0,0,0,0
2567,2020-01-26,Finland,0,0,0,0
2568,2020-01-27,Finland,0,0,0,0
2569,2020-01-28,Finland,0,0,0,0
2570,2020-01-29,Finland,0,0,0,0
2571,2020-01-30,Finland,1,0,1,0
2572,2020-01-31,Finland,0,0,1,0
2573,2020-02-01,Finland,0,0,1,0
2574,2020-02-02,Finland,0,0,1,0
2575,2020-02-03,Finland,0,0,1,0
2576,2020-02-04,Finland,0,0,1,0
2577,2020-02-05,Finland,0,0,1,0
2578,2020-02-06,Finland,0,0,1,0
2579,2020-02-07,Finland,0,0,1,0
2580,2020-02-08,Finland,0,0,1,0
2581,2020-02-09,Finland,0,0,1,0
2582,2020-02-10,Finland,0,0,1,0
2583,2020-02-11,Finland,0,0,1,0
2584,2020-02-12,Finland,0,0,1,0
2585,2020-02-13,Finland,0,0,1,0
2586,2020-02-14,Finland,0,0,1,0
2587,2020-02-15,Finland,0,0,1,0
2588,2020-02-16,Finland,0,0,1,0
2589,2020-02-17,Finland,0,0,1,0
2590,2020-02-18,Finland,0,0,1,0
2591,2020-02-19,Finland,0,0,1,0
2592,2020-02-20,Finland,0,0,1,0
2593,2020-02-21,Finland,0,0,1,0
2594,2020-02-22,Finland,0,0,1,0
2595,2020-02-23,Finland,0,0,1,0
2596,2020-02-24,Finland,0,0,1,0
2597,2020-02-25,Finland,0,0,1,0
2598,2020-02-26,Finland,0,0,1,0
2599,2020-02-27,Finland,1,0,2,0
2600,2020-02-28,Finland,0,0,2,0
2601,2020-02-29,Finland,1,0,3,0
2602,2020-03-01,Finland,0,0,3,0
2603,2020-03-02,Finland,3,0,6,0
2604,2020-03-04,Finland,1,0,7,0
2605,2020-03-06,Finland,5,0,12,0
2606,2020-03-07,Finland,7,0,19,0
2607,2020-03-09,Finland,11,0,30,0
2608,2020-03-10,Finland,10,0,40,0
2609,2020-03-12,Finland,19,0,59,0
2610,2020-03-13,Finland,96,0,155,0
2611,2020-03-15,Finland,55,0,210,0
2612,2020-03-16,Finland,57,0,267,0
2613,2020-03-17,Finland,5,0,272,0
2614,2020-03-18,Finland,47,0,319,0
2615,2020-03-19,Finland,50,0,369,0
2616,2020-03-20,Finland,31,0,400,0
2617,2020-03-21,Finland,50,0,450,0
2618,2020-03-22,Finland,71,1,521,1
2619,2020-03-23,Finland,105,0,626,1
2620,2020-03-24,Finland,74,0,700,1
2621,2020-03-25,Finland,92,0,792,1
2622,2020-03-26,Finland,88,2,880,3
2623,2020-03-27,Finland,78,1,958,4
2624,2020-03-28,Finland,67,3,1025,7
2625,2020-03-29,Finland,193,2,1218,9
2626,2020-03-30,Finland,0,2,1218,11
2627,2020-03-31,Finland,95,2,1313,13
2628,2020-04-01,Finland,71,4,1384,17
2629,2020-04-02,Finland,62,0,1446,17
2630,2019-12-31,France,0,0,0,0
2631,2020-01-01,France,0,0,0,0
2632,2020-01-02,France,0,0,0,0
2633,2020-01-03,France,0,0,0,0
2634,2020-01-04,France,0,0,0,0
2635,2020-01-05,France,0,0,0,0
2636,2020-01-06,France,0,0,0,0
2637,2020-01-07,France,0,0,0,0
2638,2020-01-08,France,0,0,0,0
2639,2020-01-09,France,0,0,0,0
2640,2020-01-10,France,0,0,0,0
2641,2020-01-11,France,0,0,0,0
2642,2020-01-12,France,0,0,0,0
2643,2020-01-13,France,0,0,0,0
2644,2020-01-14,France,0,0,0,0
2645,2020-01-15,France,0,0,0,0
2646,2020-01-16,France,0,0,0,0
2647,2020-01-17,France,0,0,0,0
2648,2020-01-18,France,0,0,0,0
2649,2020-01-19,France,0,0,0,0
2650,2020-01-20,France,0,0,0,0
2651,2020-01-21,France,0,0,0,0
2652,2020-01-22,France,0,0,0,0
2653,2020-01-23,France,0,0,0,0
2654,2020-01-24,France,0,0,0,0
2655,2020-01-25,France,3,0,3,0
2656,2020-01-26,France,0,0,3,0
2657,2020-01-27,France,0,0,3,0
2658,2020-01-28,France,0,0,3,0
2659,2020-01-29,France,1,0,4,0
2660,2020-01-30,France,1,0,5,0
2661,2020-01-31,France,1,0,6,0
2662,2020-02-01,France,0,0,6,0
2663,2020-02-02,France,0,0,6,0
2664,2020-02-03,France,0,0,6,0
2665,2020-02-04,France,0,0,6,0
2666,2020-02-05,France,0,0,6,0
2667,2020-02-06,France,0,0,6,0
2668,2020-02-07,France,0,0,6,0
2669,2020-02-08,France,5,0,11,0
2670,2020-02-09,France,0,0,11,0
2671,2020-02-10,France,0,0,11,0
2672,2020-02-11,France,0,0,11,0
2673,2020-02-12,France,0,0,11,0
2674,2020-02-13,France,0,0,11,0
2675,2020-02-14,France,0,0,11,0
2676,2020-02-15,France,0,1,11,1
2677,2020-02-16,France,0,0,11,1
2678,2020-02-17,France,1,0,12,1
2679,2020-02-18,France,0,0,12,1
2680,2020-02-19,France,0,0,12,1
2681,2020-02-20,France,0,0,12,1
2682,2020-02-21,France,0,0,12,1
2683,2020-02-22,France,0,0,12,1
2684,2020-02-23,France,0,0,12,1
2685,2020-02-24,France,0,0,12,1
2686,2020-02-25,France,0,0,12,1
2687,2020-02-26,France,2,0,14,1
2688,2020-02-27,France,3,1,17,2
2689,2020-02-28,France,21,0,38,2
2690,2020-02-29,France,19,0,57,2
2691,2020-03-01,France,43,0,100,2
2692,2020-03-02,France,30,0,130,2
2693,2020-03-03,France,48,1,178,3
2694,2020-03-04,France,34,1,212,4
2695,2020-03-05,France,73,0,285,4
2696,2020-03-06,France,138,3,423,7
2697,2020-03-07,France,190,2,613,9
2698,2020-03-08,France,103,1,716,10
2699,2020-03-09,France,410,9,1126,19
2700,2020-03-10,France,286,11,1412,30
2701,2020-03-11,France,372,3,1784,33
2702,2020-03-12,France,497,15,2281,48
